"Seq1.bam"	"Seq2.bam"	"Seq3.bam"	"Seq4.bam"	"Seq5.bam"	"Seq6.bam"
"BQ2027_MB2028c"	5822	6226	6438	3810	3133	3580
"BQ2027_MB2029"	5065	5395	5918	3911	3381	3615
"BQ2027_MB2030c"	11310	10580	11674	6674	6577	7342
"BQ2027_MB2031c"	400	453	431	276	208	248
"BQ2027_MB2032"	2095	2477	2197	2874	1699	2278
"BQ2027_MB2033"	2305	2358	2373	2795	1726	2213
"BQ2027_MB2034c"	1334	1523	1745	1425	998	1325
"BQ2027_MB2035"	846	851	1136	448	277	395
"BQ2027_MB2036"	430	374	559	191	89	100
"BQ2027_MB2037"	560	412	650	187	96	163
"BQ2027_MB2038c"	1970	1696	2333	641	386	519
"BQ2027_MB2039"	1149	1200	1221	441	388	379
"BQ2027_MB2040"	388	355	449	212	124	171
"BQ2027_MB2041"	533	412	525	296	228	253
"BQ2027_MB2042"	276	282	314	94	63	72
"BQ2027_MB2043c"	494	470	607	211	160	158
"BQ2027_MB2044c"	2405	2282	2490	634	508	597
"BQ2027_MB2045c"	1966	1770	2058	471	458	501
"BQ2027_MB2046c"	174	156	188	182	126	176
"BQ2027_MB2047c"	514	572	624	893	717	951
"BQ2027_MB2048c"	348	307	278	257	245	291
"BQ2027_MB2049c"	2186	2040	2357	1031	886	1058
"BQ2027_MB2050c"	2189	2053	2565	1291	1078	1221
"BQ2027_MB2051c"	87	87	98	66	55	65
"BQ2027_MB2052c"	473	500	520	391	296	350
"BQ2027_MB2053c"	201	213	291	256	267	272
"BQ2027_MB2054c"	464	496	543	464	455	424
"BQ2027_MB2055c"	387	381	429	327	369	358
"BQ2027_MB2056c"	9047	8541	12061	10518	9451	9130
"BQ2027_MB2057c"	14888	11576	18069	19594	15935	19608
"BQ2027_MB2058"	3144	3435	3543	2313	2057	2161
"BQ2027_MB2059c"	945	930	1215	307	299	250
"BQ2027_MB2060"	11999	7445	14182	2215	2245	1938
"BQ2027_MB2061"	5383	4160	5899	1022	948	840
"BQ2027_MB2062"	2713	2351	3369	636	576	559
"BQ2027_MB2063c"	1305	1133	1511	303	224	260
"BQ2027_MB2064c"	156	159	173	74	47	73
"BQ2027_MB2065c"	116	116	141	67	48	37
"BQ2027_MB2066c"	152	161	199	128	115	126
"BQ2027_MB2067c"	207	236	282	180	186	195
"BQ2027_MB2068c"	244	298	237	333	244	265
"BQ2027_MB2069c"	668	691	697	1007	628	807
"BQ2027_MB2070c"	53	46	60	28	22	35
"BQ2027_MB2071c"	453	446	448	636	511	569
"BQ2027_MB2072"	260	200	239	215	173	235
"BQ2027_MB2073c"	430	478	534	694	601	638
"BQ2027_MB2074c"	2807	2450	3157	4775	3495	4048
"BQ2027_MB2075c"	310	297	307	329	250	277
"BQ2027_MB2076"	2210	2375	2334	1743	1268	1312
"BQ2027_MB2077c"	2031	1744	2208	2812	2157	2645
"BQ2027_MB2078c"	871	704	1148	1730	1184	1318
"BQ2027_MB2079c"	702	720	864	1333	915	1039
"BQ2027_MB2080"	479	382	479	558	441	574
"BQ2027_MB2081c"	98	56	114	123	93	131
"BQ2027_MB2082c"	22	12	24	23	25	36
"BQ2027_MB2083c"	25	21	29	26	14	10
"BQ2027_MB2084c"	18	15	15	26	23	29
"BQ2027_MB2086"	0	0	0	0	0	0
"BQ2027_MB2085"	169	212	254	268	184	221
"BQ2027_MB2087c"	722	552	712	600	479	654
"BQ2027_MB2088c"	1111	948	1249	1080	811	1008
"BQ2027_MB2089"	6	6	16	4	7	4
"BQ2027_MB2089A"	112	69	111	65	34	44
"BQ2027_MB2090"	372	299	487	404	241	303
"BQ2027_MB2091"	297	207	323	222	190	221
"BQ2027_MB2092"	492	382	610	423	369	416
"BQ2027_MB2093c"	451	485	444	476	452	539
"BQ2027_MB2094c"	613	703	652	620	524	586
"BQ2027_MB2095"	865	832	858	424	382	446
"BQ2027_MB2096c"	113	117	156	74	63	44
"BQ2027_MB2097c"	39	46	62	19	22	23
"BQ2027_MB2098c"	42	38	78	34	12	24
"BQ2027_MB2099c"	17	13	14	5	6	23
"BQ2027_MB2100c"	125	176	161	126	96	118
"BQ2027_MB2101c"	62	43	52	26	25	25
"BQ2027_MB2102c"	160	195	195	78	65	67
"BQ2027_MB2103c"	51	62	56	24	24	24
"BQ2027_MB2104"	62	72	75	30	21	29
"BQ2027_MB2105"	621	651	774	320	257	304
"BQ2027_MB2106"	1269	1195	1282	718	653	702
"BQ2027_MB2107c"	747	754	825	596	493	648
"BQ2027_MB2108"	462	376	529	398	312	411
"BQ2027_MB2109"	401	283	479	434	380	436
"BQ2027_MB2110"	229	227	263	294	198	235
"BQ2027_MB2111"	32	30	39	38	34	42
"BQ2027_MB2112"	40	37	53	63	54	47
"BQ2027_MB2113"	486	582	581	571	430	575
"BQ2027_MB2114"	31	32	41	6	2	2
"BQ2027_MB2115"	265	256	362	298	199	249
"BQ2027_MB2116c"	239	242	370	164	77	131
"BQ2027_MB2117"	1035	978	1228	989	587	691
"BQ2027_MB2118c"	2742	2136	2906	3415	2578	3087
"BQ2027_MB2119c"	854	703	896	1847	1419	1857
"BQ2027_MB2120c"	438	424	559	754	522	591
"BQ2027_MB2121c"	3013	3193	2991	3948	2746	3232
"BQ2027_MB2122c"	396	305	422	593	443	473
"BQ2027_MB2123c"	566	559	722	954	697	840
"BQ2027_MB2124c"	2647	2512	2699	3016	2557	3059
"BQ2027_MB2125c"	631	547	1199	685	525	534
"BQ2027_MB2126"	3527	3263	4233	1629	1170	1215
"BQ2027_MB2127"	2562	2378	2851	2261	1625	2004
"BQ2027_MB2128"	643	588	825	549	385	504
"BQ2027_MB2129c"	268	242	271	212	142	176
"BQ2027_MB2130c"	509	532	575	528	402	421
"BQ2027_MB2131"	172	156	155	84	55	87
"BQ2027_MB2132"	655	671	729	362	314	377
"BQ2027_MB2133c"	1031	1119	1077	2035	1468	1954
"BQ2027_MB2134c"	1259	1340	1421	2310	1697	2135
"BQ2027_MB2135c"	1721	1891	1644	2057	1620	2053
"BQ2027_MB2136c"	1273	1201	1269	1472	1114	1355
"BQ2027_MB2137"	431	372	573	295	211	251
"BQ2027_MB2138"	1045	942	1170	914	703	857
"BQ2027_MB2139c"	4045	4093	4166	10303	8105	10884
"BQ2027_MB2140"	280	221	321	226	179	210
"BQ2027_MB2141"	65	62	77	74	57	52
"BQ2027_MB2142c"	185	210	229	272	223	265
"BQ2027_MB2143"	476	479	548	400	326	385
"BQ2027_MB2144c"	598	631	595	765	584	750
"BQ2027_MB2145c"	198	201	249	66	34	69
"BQ2027_MB2146c"	81	94	76	27	11	13
"BQ2027_MB2147"	93	92	108	130	86	104
"BQ2027_MB2148c"	1921	1850	1985	3134	2233	3051
"BQ2027_MB2149"	824	791	850	1075	854	1004
"BQ2027_MB2150c"	188	192	223	424	299	388
"BQ2027_MB2151"	1113	1155	1083	1031	767	955
"BQ2027_MB2152"	139	153	155	172	94	159
"BQ2027_MB2153c"	549	612	685	499	398	601
"BQ2027_MB2154c"	889	899	1054	1246	904	1224
"BQ2027_MB2155c"	1294	1304	1564	1853	1394	1761
"BQ2027_MB2156"	365	423	442	328	233	286
"BQ2027_MB2157c"	547	586	663	656	548	602
"BQ2027_MB2158c"	1782	1946	1914	3083	2195	2862
"BQ2027_MB2159c"	287	277	366	390	330	382
"BQ2027_MB2160c"	562	582	644	759	778	794
"BQ2027_MB2161c"	1556	1922	1717	2601	2003	2265
"BQ2027_MB2162"	2911	3226	3312	3186	2336	3203
"BQ2027_MB2163"	956	717	1069	815	598	782
"BQ2027_MB2164c"	583	541	602	499	326	425
"BQ2027_MB2165c"	793	728	899	460	357	392
"BQ2027_MB2166c"	381	490	518	379	340	348
"BQ2027_MB2166A"	166	252	179	177	149	121
"BQ2027_MB2167"	517	488	665	595	428	506
"BQ2027_MB2168c"	1506	1372	1475	1727	1388	1754
"BQ2027_MB2169c"	2874	2470	3251	5386	4321	5068
"BQ2027_MB2170c"	683	844	852	927	787	1051
"BQ2027_MB2171c"	3428	3382	3214	4390	3548	4641
"BQ2027_MB2172c"	269	276	311	552	430	530
"BQ2027_MB2173c"	537	453	566	920	653	874
"BQ2027_MB2174c"	2749	2352	2816	4361	3475	4258
"BQ2027_MB2175c"	878	881	1088	1129	903	1119
"BQ2027_MB2176c"	566	501	616	1079	872	987
"BQ2027_MB2177c"	436	345	718	776	588	548
"BQ2027_MB2178c"	939	829	1064	1850	1474	1577
"BQ2027_MB2179c"	1103	1059	1328	1940	1415	1698
"BQ2027_MB2180c"	313	294	354	248	181	241
"BQ2027_MB2181c"	503	415	546	407	302	292
"BQ2027_MB2182c"	982	677	1183	620	401	409
"BQ2027_MB2183c"	397	260	503	276	195	191
"BQ2027_MB2184c"	258	186	308	172	96	135
"BQ2027_MB2185c"	652	619	1005	511	342	414
"BQ2027_MB2186c"	607	428	900	2552	1685	2274
"BQ2027_MB2187c"	1234	1235	1411	1653	1181	1569
"BQ2027_MB2188c"	1210	919	1657	1840	1189	1365
"BQ2027_MB2189c"	1418	1201	1590	1939	1267	1546
"BQ2027_MB2190c"	5022	4718	4828	4711	3513	4370
"BQ2027_MB2191c"	1460	1672	1469	1309	1002	1144
"BQ2027_MB2192"	125	123	153	109	85	102
"BQ2027_MB2193"	694	674	659	525	397	518
"BQ2027_MB2194c"	1468	1503	1435	1471	1149	1479
"BQ2027_MB2195"	312	366	360	360	291	320
"BQ2027_MB2196"	337	390	364	418	348	469
"BQ2027_MB2197c"	339	362	378	472	399	479
"BQ2027_MB2198"	597	701	712	440	318	362
"BQ2027_MB2199c"	209	200	257	262	178	263
"BQ2027_MB2200c"	1748	1854	1650	2323	1810	2188
"BQ2027_MB2201c"	187	208	193	170	104	140
"BQ2027_MB2202c"	440	473	445	325	276	317
"BQ2027_MB2203"	1176	1032	1247	1239	924	1098
"BQ2027_MB2204c"	2609	2903	2655	2611	2129	2460
"BQ2027_MB2205c"	285	306	338	384	352	376
"BQ2027_MB2206c"	1075	1035	1173	912	709	796
"BQ2027_MB2207c"	1321	1281	1276	868	730	1001
"BQ2027_MB2208c"	339	363	350	216	226	246
"BQ2027_FADD15"	1522	1458	1642	753	717	694
"BQ2027_MB2210"	704	788	833	386	304	315
"BQ2027_MB2211c"	380	391	480	177	144	129
"BQ2027_MB2212c"	201	235	259	241	207	225
"BQ2027_MB2213c"	2755	2808	2853	1627	1282	1701
"BQ2027_MB2214"	599	445	634	242	186	199
"BQ2027_MB2215c"	479	456	539	420	316	374
"BQ2027_MB2216"	2534	2755	2584	2319	1848	2375
"BQ2027_MB2217"	2891	2991	3056	2963	2476	3129
"BQ2027_MB2218"	4370	3962	4121	4449	3774	4848
"BQ2027_MB2219"	4457	4482	4704	6353	4746	6163
"BQ2027_MB2220c"	382	340	542	618	526	569
"BQ2027_MB2221c"	1170	1204	1367	1240	980	1223
"BQ2027_MB2222c"	923	966	894	905	742	957
"BQ2027_MB2223c"	2614	2710	2503	2596	2137	2705
"BQ2027_MB2224"	1494	1395	1633	1388	891	1024
"BQ2027_MB2225c"	3169	2836	3528	4064	3058	3954
"BQ2027_MB2226"	2116	2043	2530	1739	1396	1541
"BQ2027_MB2227c"	9198	9073	9047	6640	5284	7139
"BQ2027_MB2228c"	563	571	618	806	669	818
"BQ2027_MB2229"	1428	1258	1447	1583	1202	1287
"BQ2027_MB2230"	633	570	759	937	675	825
"BQ2027_MB2231"	1063	959	1260	618	468	456
"BQ2027_MB2232"	812	920	1178	854	698	741
"BQ2027_MB2233c"	738	789	830	928	690	841
"BQ2027_MB2234c"	1069	1097	1024	668	522	602
"BQ2027_MB2235"	635	521	673	466	374	421
"BQ2027_MB2236"	1393	1078	1408	832	631	683
"BQ2027_MB2237c"	1568	1627	1740	1209	968	1103
"BQ2027_MB2238"	4484	3922	4889	4600	3491	4407
"BQ2027_MB2239"	668	555	742	578	404	536
"BQ2027_MB2240"	1167	1231	1252	1015	825	898
"BQ2027_MB2241"	1312	1286	1401	1023	855	1019
"BQ2027_MB2242"	1418	1299	1522	1492	1121	1315
"BQ2027_MB2243c"	191	160	209	210	183	205
"BQ2027_MB2244"	9716	8892	8986	4395	4242	4796
"BQ2027_MB2245c"	1418	1252	1500	1655	1239	1441
"BQ2027_MB2246c"	3982	3841	3759	3946	3432	3899
"BQ2027_MB2247c"	518	465	558	755	541	677
"BQ2027_MB2248c"	1926	1780	2072	2401	1910	2210
"BQ2027_MB2249"	3108	2971	3679	1780	1361	1479
"BQ2027_MB2250"	1104	1132	1273	774	594	707
"BQ2027_MB2251"	135	184	160	79	64	87
"BQ2027_MB2252"	111	161	138	64	71	93
"BQ2027_MB2253c"	455	465	508	336	272	324
"BQ2027_MB2254c"	205	208	212	148	109	129
"BQ2027_MB2255c"	242	221	352	150	100	125
"BQ2027_MB2256c"	254	270	304	199	144	211
"BQ2027_MB2256A"	63	78	95	43	32	46
"BQ2027_MB2256B"	3	4	6	1	0	0
"BQ2027_MB2257"	341	359	394	344	297	266
"BQ2027_MB2258"	167	164	209	195	145	136
"BQ2027_MB2259"	468	383	505	405	289	347
"BQ2027_MB2260c"	99	87	138	134	88	75
"BQ2027_MB2261"	649	666	777	894	675	831
"BQ2027_MB2261A"	185	251	228	215	179	183
"BQ2027_MB2262c"	286	290	284	211	166	237
"BQ2027_MB2263c"	864	854	810	630	507	635
"BQ2027_MB2264c"	579	509	626	436	442	480
"BQ2027_MB2265"	3286	2992	3470	3059	2557	3104
"BQ2027_MB2266"	526	547	698	598	493	527
"BQ2027_MB2267"	4958	4164	5046	2705	2252	2587
"BQ2027_MB2268"	9298	7884	8097	4935	3673	5165
"BQ2027_MB2269"	8103	6261	8041	7342	5497	6676
"BQ2027_MB2270"	3638	2889	3832	4562	3303	4051
"BQ2027_MB2271"	3610	3154	3877	4398	3343	4071
"BQ2027_MB2272"	569	579	699	702	426	571
"BQ2027_MB2273c"	357	307	439	366	241	265
"BQ2027_MB2274c"	247	221	280	159	111	100
"BQ2027_MB2275"	1286	1042	1406	824	490	605
"BQ2027_MB2276"	522	440	517	269	130	233
"BQ2027_MB2277"	238	221	297	146	71	81
"BQ2027_MB2278c"	188	236	245	106	76	60
"BQ2027_MB2279c"	347	403	414	221	173	198
"BQ2027_MB2280c"	5868	5864	6710	4684	3297	4066
"BQ2027_MB2281c"	285	226	352	316	250	251
"BQ2027_MB2282c"	829	713	808	577	481	600
"BQ2027_MB2283"	900	718	888	1003	810	862
"BQ2027_MB2284"	372	367	386	489	394	479
"BQ2027_MB2285c"	244	241	272	287	227	275
"BQ2027_MB2286"	515	457	500	539	362	535
"BQ2027_MB2287c"	767	846	1047	823	606	742
"BQ2027_MB2288"	74	96	98	41	33	37
"BQ2027_MB2289"	277	272	300	601	467	664
"BQ2027_MB2290c"	216	272	232	147	133	164
"BQ2027_MB2291c"	273	233	277	214	190	232
"BQ2027_MB2292c"	91	113	95	31	19	29
"BQ2027_MB2293"	71	73	74	39	29	29
"BQ2027_MB2294"	697	744	622	331	269	296
"BQ2027_MB2295"	203	200	210	197	121	154
"BQ2027_MB2296"	80	68	84	95	61	80
"BQ2027_MB2297c"	21	20	20	13	14	9
"BQ2027_MB2297A"	1	4	2	1	1	0
"BQ2027_MB2298"	320	395	318	214	228	251
"BQ2027_MB2299"	508	445	486	316	264	334
"BQ2027_MB2300c"	180	201	182	119	112	127
"BQ2027_MB2301"	1505	1426	1490	1181	855	998
"BQ2027_MB2302"	308	324	299	167	154	187
"BQ2027_MB2303c"	83	66	85	39	24	31
"BQ2027_MB2304"	19	12	10	4	2	2
"BQ2027_MB2305"	410	361	459	292	238	283
"BQ2027_MB2306"	465	457	541	506	385	424
"BQ2027_MB2307c"	43	37	33	33	35	31
"BQ2027_MB2308c"	102	108	107	121	96	115
"BQ2027_MB2309"	364	353	360	299	223	291
"BQ2027_MB2310"	205	268	214	67	73	60
"BQ2027_MB2311"	459	555	452	177	170	189
"BQ2027_MB2312"	205	176	165	88	63	63
"BQ2027_MB2313"	798	882	780	471	352	418
"BQ2027_MB2314"	614	608	666	324	245	297
"BQ2027_MB2315c"	317	330	376	132	112	156
"BQ2027_MB2316"	352	312	344	407	326	404
"BQ2027_MB2317"	994	1115	1237	889	787	901
"BQ2027_MB2318"	1203	1101	1397	1017	798	999
"BQ2027_MB2319"	180	138	184	182	158	186
"BQ2027_MB2320"	1031	980	1138	666	535	643
"BQ2027_MB2321c"	3185	3176	3229	1167	958	1212
"BQ2027_MB2322c"	380	344	373	265	197	252
"BQ2027_MB2323"	728	575	767	496	430	486
"BQ2027_MB2324"	684	876	798	802	598	721
"BQ2027_MB2325c"	776	706	782	866	632	829
"BQ2027_MB2326c"	256	244	309	261	168	247
"BQ2027_MB2327"	343	299	401	282	245	288
"BQ2027_MB2328"	109	97	137	102	88	97
"BQ2027_MB2329"	79	74	89	76	81	92
"BQ2027_MB2330c"	249	269	332	208	173	190
"BQ2027_MB2331c"	55	70	78	76	57	56
"BQ2027_MB2332c"	90	125	111	140	102	131
"BQ2027_MB2333c"	285	264	293	436	294	443
"BQ2027_MB2334"	242	246	271	148	131	136
"BQ2027_MB2335c"	195	234	241	202	153	178
"BQ2027_MB2336"	36	26	52	30	31	33
"BQ2027_MB2337"	14	16	35	12	11	15
"BQ2027_MB2338"	115	120	137	113	73	122
"BQ2027_MB2339"	279	281	306	273	200	315
"BQ2027_MB2340c"	325	399	381	1072	901	1153
"BQ2027_MB2341c"	703	553	727	879	767	899
"BQ2027_MB2342c"	583	503	598	715	617	751
"BQ2027_MB2343"	31	43	33	18	14	23
"BQ2027_MB2344"	11	11	21	9	8	9
"BQ2027_MB2345"	126	101	123	111	55	63
"BQ2027_MB2346c"	59	43	108	87	75	105
"BQ2027_MB2347c"	107	113	110	133	121	135
"BQ2027_MB2348c"	54	47	61	46	38	45
"BQ2027_MB2349c"	303	348	392	230	239	265
"BQ2027_MB2350c"	659	638	729	549	539	607
"BQ2027_MB2351"	683	717	707	827	696	788
"BQ2027_MB2352c"	402	408	516	1011	710	845
"BQ2027_MB2353c"	1589	1374	1629	2912	2190	2592
"BQ2027_MB2354"	617	601	667	1267	902	1101
"BQ2027_MB2355"	314	355	351	852	687	888
"BQ2027_MB2356c"	245	276	262	141	106	175
"BQ2027_MB2357c"	111	94	99	63	51	43
"BQ2027_MB2358"	23	24	26	12	1	8
"BQ2027_MB2359"	21	22	14	14	4	9
"BQ2027_MB2360"	449	477	517	216	184	260
"BQ2027_MB2361c"	512	522	587	766	573	781
"BQ2027_MB2362"	1947	1851	1929	2569	1980	2532
"BQ2027_MB2363"	350	334	387	693	521	683
"BQ2027_MB2364"	564	632	655	801	643	921
"BQ2027_MB2365c"	205	262	299	355	308	382
"BQ2027_MB2366c"	449	486	483	642	519	673
"BQ2027_MB2367"	716	804	832	890	812	1039
"BQ2027_MB2368"	189	230	238	294	234	366
"BQ2027_MB2369c"	758	638	904	751	652	693
"BQ2027_MB2370"	42	45	64	46	29	55
"BQ2027_MB2371"	168	213	239	346	259	336
"BQ2027_MB2372c"	653	693	710	826	570	710
"BQ2027_MB2373c"	577	554	556	557	450	472
"BQ2027_MB2374"	1158	1029	1237	1494	1097	1261
"BQ2027_MB2375c"	44	56	81	54	56	39
"BQ2027_MB2376c"	878	759	963	783	631	780
"BQ2027_MB2377c"	1580	1617	1667	1335	1107	1300
"BQ2027_MB2378c"	460	528	487	233	207	211
"BQ2027_MB2379"	577	655	687	515	434	434
"BQ2027_MB2380"	327	333	353	298	302	302
"BQ2027_MB2381c"	133	170	155	130	119	138
"BQ2027_MB2382c"	563	576	631	539	374	439
"BQ2027_MB2383c"	840	921	1049	553	463	485
"BQ2027_MB2384"	378	336	368	238	200	231
"BQ2027_MB2385c"	323	274	344	724	525	818
"BQ2027_MB2386c"	78	83	116	234	177	218
"BQ2027_MB2387c"	409	366	500	1233	897	1175
"BQ2027_MB2388c"	329	372	381	686	550	707
"BQ2027_MB2389c"	1995	2125	2116	2587	2032	2745
"BQ2027_MB2390c"	43	48	38	50	18	44
"BQ2027_MB2391c"	219	167	276	226	178	217
"BQ2027_MB2392"	119	131	158	101	53	88
"BQ2027_MB2393c"	863	721	1098	1047	679	756
"BQ2027_MB2394c"	2031	2128	2593	2690	1970	2263
"BQ2027_MB2395c"	2807	2659	3181	3440	2744	3676
"BQ2027_MB2396"	405	411	407	251	219	248
"BQ2027_MB2397c"	627	700	673	210	169	184
"BQ2027_MB2398c"	98	61	65	79	76	93
"BQ2027_MB2399c"	131	151	132	193	141	189
"BQ2027_MB2400c"	499	519	569	770	597	680
"BQ2027_MB2401c"	623	713	848	798	572	709
"BQ2027_MB2402c"	200	162	239	231	160	217
"BQ2027_MB2403c"	159	127	182	153	110	141
"BQ2027_MB2404c"	817	630	934	520	341	426
"BQ2027_MB2405"	114	97	132	57	57	64
"BQ2027_MB2406"	127	162	146	112	89	125
"BQ2027_MB2407c"	117	139	159	108	99	111
"BQ2027_MB2407A"	623	683	714	348	318	343
"BQ2027_MB2408"	628	630	684	547	461	548
"BQ2027_MB2409c"	517	489	657	650	423	554
"BQ2027_MB2410c"	241	239	220	273	196	233
"BQ2027_MB2411c"	328	418	413	506	328	486
"BQ2027_MB2412"	8082	7961	8422	5655	4593	5264
"BQ2027_MB2413"	464	496	521	889	680	747
"BQ2027_MB2414"	283	235	335	660	510	499
"BQ2027_MB2415"	1010	941	1081	1222	927	1193
"BQ2027_MB2416"	121	126	109	97	94	104
"BQ2027_MB2417"	225	231	242	191	158	239
"BQ2027_MB2417A"	818	926	1016	17	12	9
"BQ2027_MB2417B"	487	433	474	14	15	21
"BQ2027_MB2418"	878	764	1132	977	734	769
"BQ2027_MB2419c"	703	666	775	719	529	604
"BQ2027_MB2420c"	357	366	350	340	236	288
"BQ2027_MB2421c"	1031	927	969	748	585	714
"BQ2027_MB2422c"	1345	1554	1590	845	769	847
"BQ2027_MB2423"	97	102	111	62	47	74
"BQ2027_MB2424c"	36	45	50	30	23	17
"BQ2027_MB2425"	1031	886	976	878	738	868
"BQ2027_MB2426c"	319	285	320	293	290	335
"BQ2027_MB2427c"	765	755	768	491	402	491
"BQ2027_MB2428"	565	447	588	505	386	419
"BQ2027_MB2429c"	523	545	614	728	583	685
"BQ2027_MB2430"	286	244	295	1097	842	1141
"BQ2027_MB2431"	36	38	75	79	58	71
"BQ2027_MB2432c"	198	198	227	237	220	279
"BQ2027_MB2433c"	324	294	363	492	368	488
"BQ2027_MB2434c"	1084	1030	1216	1304	1088	1329
"BQ2027_MB2435"	2237	2388	2121	1044	796	927
"BQ2027_MB2436c"	806	692	909	389	330	422
"BQ2027_MB2437c"	535	454	671	338	269	324
"BQ2027_MB2438c"	144	152	184	67	53	72
"BQ2027_MB2439c"	314	268	351	245	185	266
"BQ2027_MB2440c"	444	474	479	587	496	645
"BQ2027_MB2441c"	325	316	343	467	369	461
"BQ2027_MB2442c"	208	260	291	332	229	245
"BQ2027_MB2443c"	535	471	557	479	398	499
"BQ2027_MB2444c"	1646	1588	1657	1198	1048	1243
"BQ2027_MB2445"	84	72	75	54	49	53
"BQ2027_MB2446"	211	204	255	645	454	768
"BQ2027_MB2447c"	80	96	91	246	182	246
"BQ2027_MB2448c"	17	17	25	39	29	32
"BQ2027_MB2449c"	262	250	268	480	347	454
"BQ2027_MB2450c"	343	317	353	450	367	434
"BQ2027_MB2451c"	631	637	723	768	706	625
"BQ2027_MB2452c"	22	12	21	8	1	6
"BQ2027_MB2453c"	16	28	51	32	22	23
"BQ2027_MB2454"	3131	3043	2527	654	591	763
"BQ2027_MB2455"	748	875	763	420	283	341
"BQ2027_MB2456c"	1264	1370	1233	1402	1172	1597
"BQ2027_MB2457c"	1224	1324	1077	899	787	1169
"BQ2027_MB2458c"	244	297	258	196	139	167
"BQ2027_MB2459c"	21	31	17	26	14	35
"BQ2027_MB2460c"	110	134	159	243	226	205
"BQ2027_MB2461c"	178	177	203	404	337	502
"BQ2027_MB2462"	167	199	173	267	183	212
"BQ2027_MB2463"	135	137	184	226	182	214
"BQ2027_MB2464c"	943	941	1163	1322	1056	1313
"BQ2027_MB2465"	26	29	19	28	28	14
"BQ2027_MB2466c"	351	299	493	295	212	281
"BQ2027_MB2467c"	2036	1317	2262	1200	1036	1178
"BQ2027_MB2468c"	1865	1079	1879	1202	1137	1197
"BQ2027_MB2469c"	1581	1175	1504	1134	975	967
"BQ2027_MB2470"	589	653	726	1189	879	1155
"BQ2027_MB2471c"	6975	6146	7938	13486	10526	14084
"BQ2027_MB2472c"	593	604	507	404	302	345
"BQ2027_MB2473c"	58	53	87	66	60	77
"BQ2027_MB2474c"	711	620	869	651	539	735
"BQ2027_MB2475c"	1935	1899	2100	1468	1144	1330
"BQ2027_MB2476c"	1031	873	1086	1364	1093	1253
"BQ2027_MB2477c"	252	200	305	104	91	80
"BQ2027_MB2478"	276	302	319	191	193	205
"BQ2027_MB2479c"	65	92	94	86	68	87
"BQ2027_MB2480c"	467	456	530	391	329	379
"BQ2027_MB2481c"	2393	2257	2593	1774	1506	1839
"BQ2027_MB2482c"	7045	7178	7660	4753	3844	4286
"BQ2027_MB2483c"	247	249	294	694	586	732
"BQ2027_MB2484c"	6960	6692	6896	15045	12227	17657
"BQ2027_MB2485"	186	189	223	177	125	132
"BQ2027_MB2486"	1010	1060	1087	959	765	905
"BQ2027_MB2487c"	1981	1893	1961	2821	2049	2817
"BQ2027_MB2488c"	1607	1531	1575	1952	1433	1931
"BQ2027_MB2489c"	3203	2877	3491	2821	2367	3054
"BQ2027_MB2490"	1225	1226	1382	1294	1078	1249
"BQ2027_MB2491c"	838	767	952	454	324	361
"BQ2027_MB2492c"	1394	1069	1884	526	465	427
"BQ2027_MB2493c"	5420	4607	6177	1028	1179	894
"BQ2027_MB2494"	2030	1730	2111	1720	1293	1639
"BQ2027_MB2495c"	555	499	608	585	400	531
"BQ2027_MB2495A"	676	547	653	441	374	390
"BQ2027_MB2496c"	374	380	397	360	321	351
"BQ2027_MB2497"	445	450	468	571	407	585
"BQ2027_MB2498"	715	743	908	906	766	935
"BQ2027_MB2499"	409	507	496	370	324	331
"BQ2027_MB2500"	278	239	343	242	194	239
"BQ2027_MB2501c"	232	245	298	357	322	408
"BQ2027_MB2502c"	101	110	99	154	122	165
"BQ2027_MB2503c"	3761	3585	4097	5131	3959	4761
"BQ2027_MB2504c"	4490	4078	4146	3522	2518	3434
"BQ2027_MB2505c"	43	23	38	19	14	22
"BQ2027_MB2506c"	212	204	252	1001	781	1063
"BQ2027_MB2507c"	962	971	1003	1336	1067	1488
"BQ2027_MB2508c"	1051	857	1020	1081	849	1165
"BQ2027_MB2509c"	1588	1403	1800	1767	1440	1783
"BQ2027_MB2510c"	426	344	510	1167	885	1177
"BQ2027_MB2511"	391	390	452	294	251	258
"BQ2027_MB2512c"	27	14	48	20	9	11
"BQ2027_MB2513c"	28	20	46	26	18	17
"BQ2027_MB2514c"	24	13	14	28	13	22
"BQ2027_MB2515c"	486	455	581	598	455	510
"BQ2027_MB2516c"	38	41	33	17	21	25
"BQ2027_MB2517c"	193	147	336	170	115	118
"BQ2027_MB2518c"	33	25	40	27	12	11
"BQ2027_MB2519"	46	75	61	36	23	38
"BQ2027_MB2520"	112	114	132	111	62	103
"BQ2027_MB2521"	220	230	275	320	220	292
"BQ2027_MB2522"	264	277	297	475	353	363
"BQ2027_MB2523c"	2038	1752	2242	3353	2136	2560
"BQ2027_MB2524c"	1774	1589	1983	2761	1577	2038
"BQ2027_MB2525c"	3578	3759	3926	5834	3367	3961
"BQ2027_MB2526c"	391	358	483	582	344	434
"BQ2027_MB2527c"	149	164	174	207	147	175
"BQ2027_MB2528c"	1086	1064	1102	1145	668	989
"BQ2027_MB2529c"	1150	1140	1412	1577	778	1048
"BQ2027_MB2530c"	579	592	778	475	325	380
